year,week,week_start,metric,vax,value
2021,18,2021-05-02,cases,vax,18.244197067656536
2021,18,2021-05-02,cases,unvax,246.175846377666
2021,18,2021-05-02,hosp,vax,1.1871674423419987
2021,18,2021-05-02,hosp,unvax,23.14760569023302
2021,18,2021-05-02,deaths,vax,0.24427202084492905
2021,18,2021-05-02,deaths,unvax,2.788924264451054
2021,19,2021-05-09,cases,vax,13.493449375640546
2021,19,2021-05-09,cases,unvax,182.68438108515642
2021,19,2021-05-09,hosp,vax,0.8659581364940228
2021,19,2021-05-09,hosp,unvax,18.49951108375683
2021,19,2021-05-09,deaths,vax,0.10564740977907504
2021,19,2021-05-09,deaths,unvax,2.3607670275222077
2021,20,2021-05-16,cases,vax,11.85554483006835
2021,20,2021-05-16,cases,unvax,142.29116280949813
2021,20,2021-05-16,hosp,vax,1.2727870688328364
2021,20,2021-05-16,hosp,unvax,18.18539514433627
2021,20,2021-05-16,deaths,vax,0.06262146588534141
2021,20,2021-05-16,deaths,unvax,2.5326641301419754
2021,21,2021-05-23,cases,vax,6.834820236832828
2021,21,2021-05-23,cases,unvax,83.15934261714308
2021,21,2021-05-23,hosp,vax,0.5886766047111951
2021,21,2021-05-23,hosp,unvax,10.691499074985245
2021,21,2021-05-23,deaths,vax,0.06190646125155764
2021,21,2021-05-23,deaths,unvax,1.3524350745233285
2021,22,2021-05-30,cases,vax,4.6135403344848545
2021,22,2021-05-30,cases,unvax,59.50297010576054
2021,22,2021-05-30,hosp,vax,0.6576992464442923
2021,22,2021-05-30,hosp,unvax,9.390472647300417
2021,22,2021-05-30,deaths,vax,0.10749528411588802
2021,22,2021-05-30,deaths,unvax,1.0941252418939929
2021,23,2021-06-06,cases,vax,3.6993199383755675
2021,23,2021-06-06,cases,unvax,43.23367689127398
2021,23,2021-06-06,hosp,vax,0.7708532898970327
2021,23,2021-06-06,hosp,unvax,6.765995902726143
2021,23,2021-06-06,deaths,vax,0.020278432831038813
2021,23,2021-06-06,deaths,unvax,0.7645120173543256
2021,24,2021-06-13,cases,vax,4.788979385495282
2021,24,2021-06-13,cases,unvax,33.99187905473125
2021,24,2021-06-13,hosp,vax,0.8091111275697112
2021,24,2021-06-13,hosp,unvax,5.350272956138027
2021,24,2021-06-13,deaths,vax,0.06499399725650422
2021,24,2021-06-13,deaths,unvax,0.24868371484330476
2021,25,2021-06-20,cases,vax,3.5564991900005936
2021,25,2021-06-20,cases,unvax,29.23860370443125
2021,25,2021-06-20,hosp,vax,0.4764483154151004
2021,25,2021-06-20,hosp,unvax,5.44567154416685
2021,25,2021-06-20,deaths,vax,0.06680922221954681
2021,25,2021-06-20,deaths,unvax,0.4084636753837382
2021,26,2021-06-27,cases,vax,5.214366067304191
2021,26,2021-06-27,cases,unvax,30.305538172490063
2021,26,2021-06-27,hosp,vax,0.6290429316356185
2021,26,2021-06-27,hosp,unvax,4.855544838971027
2021,26,2021-06-27,deaths,vax,0.020022928771019036
2021,26,2021-06-27,deaths,unvax,0.366387951024242
2021,27,2021-07-04,cases,vax,6.910436666498031
2021,27,2021-07-04,cases,unvax,40.58741247717635
2021,27,2021-07-04,hosp,vax,0.5174904201087879
2021,27,2021-07-04,hosp,unvax,6.059004273213086
2021,27,2021-07-04,deaths,vax,0.019975040634875242
2021,27,2021-07-04,deaths,unvax,0.6394060802419099
2021,28,2021-07-11,cases,vax,13.394402336566031
2021,28,2021-07-11,cases,unvax,66.59343849978497
2021,28,2021-07-11,hosp,vax,0.8204018278040102
2021,28,2021-07-11,hosp,unvax,11.543490927096544
2021,28,2021-07-11,deaths,vax,0.03987689474419506
2021,28,2021-07-11,deaths,unvax,2.17596485913353
2021,29,2021-07-18,cases,vax,24.29881209064457
2021,29,2021-07-18,cases,unvax,107.27912672545415
2021,29,2021-07-18,hosp,vax,1.2053639979084707
2021,29,2021-07-18,hosp,unvax,12.853170797147527
2021,29,2021-07-18,deaths,vax,0.09952356937565453
2021,29,2021-07-18,deaths,unvax,0.8753916775256909
2021,30,2021-07-25,cases,vax,42.85772818929463
2021,30,2021-07-25,cases,unvax,169.79846281294718
2021,30,2021-07-25,hosp,vax,1.4981188918734905
2021,30,2021-07-25,hosp,unvax,16.53820184638456
2021,30,2021-07-25,deaths,vax,0.25836056304298993
2021,30,2021-07-25,deaths,unvax,2.0575863237425676
2021,31,2021-08-01,cases,vax,64.29298954603749
2021,31,2021-08-01,cases,unvax,239.52757883476005
2021,31,2021-08-01,hosp,vax,1.8755541646558145
2021,31,2021-08-01,hosp,unvax,24.269783090679002
2021,31,2021-08-01,deaths,vax,0.20190452648660623
2021,31,2021-08-01,deaths,unvax,2.8656666670557156
2021,32,2021-08-08,cases,vax,81.701919256946
2021,32,2021-08-08,cases,unvax,303.43672361634555
2021,32,2021-08-08,hosp,vax,2.692656445584261
2021,32,2021-08-08,hosp,unvax,29.55968575138432
2021,32,2021-08-08,deaths,vax,0.4592422718398075
