year,week,week_start,metric,vax,value
2021,18,2021-05-02,cases,vax,18.243166023432913
2021,18,2021-05-02,cases,unvax,245.9206453568996
2021,18,2021-05-02,hosp,vax,1.2094770611553125
2021,18,2021-05-02,hosp,unvax,23.165146215003205
2021,18,2021-05-02,deaths,vax,0.2444899106311206
2021,18,2021-05-02,deaths,unvax,2.7751880357195517
2021,19,2021-05-09,cases,vax,13.493280577345763
2021,19,2021-05-09,cases,unvax,182.4920532548045
2021,19,2021-05-09,hosp,vax,0.8668892384848577
2021,19,2021-05-09,hosp,unvax,18.432953793602472
2021,19,2021-05-09,deaths,vax,0.10578055718074905
2021,19,2021-05-09,deaths,unvax,2.3467314987414336
2021,20,2021-05-16,cases,vax,11.854306115918785
2021,20,2021-05-16,cases,unvax,142.0694048647669
2021,20,2021-05-16,hosp,vax,1.2733144124394493
2021,20,2021-05-16,hosp,unvax,18.226881542521447
2021,20,2021-05-16,deaths,vax,0.06270037625215118
2021,20,2021-05-16,deaths,unvax,2.516435442703205
2021,21,2021-05-23,cases,vax,6.835037422601264
2021,21,2021-05-23,cases,unvax,83.03182592859005
2021,21,2021-05-23,hosp,vax,0.6575119606493351
2021,21,2021-05-23,hosp,unvax,10.739273363270554
2021,21,2021-05-23,deaths,vax,0.061984418107345604
2021,21,2021-05-23,deaths,unvax,1.344530298578603
2021,22,2021-05-30,cases,vax,4.613835080150741
2021,22,2021-05-30,cases,unvax,59.392216323992045
2021,22,2021-05-30,hosp,vax,0.6580831079737751
2021,22,2021-05-30,hosp,unvax,9.440570285845775
2021,22,2021-05-30,deaths,vax,0.10759882640745651
2021,22,2021-05-30,deaths,unvax,1.0861812702589275
2021,23,2021-06-06,cases,vax,3.6995232357424452
2021,23,2021-06-06,cases,unvax,43.14849160561664
2021,23,2021-06-06,hosp,vax,0.7961920515998602
2021,23,2021-06-06,hosp,unvax,6.955702423982311
2021,23,2021-06-06,deaths,vax,0.020303850622599044
2021,23,2021-06-06,deaths,unvax,0.7581958429376128
2021,24,2021-06-13,cases,vax,4.788865913513774
2021,24,2021-06-13,cases,unvax,33.91169953711594
2021,24,2021-06-13,hosp,vax,0.877424777864803
2021,24,2021-06-13,hosp,unvax,5.32378233036159
2021,24,2021-06-13,deaths,vax,0.06504527505204918
2021,24,2021-06-13,deaths,unvax,0.24736800412131754
2021,25,2021-06-20,cases,vax,3.55665572116435
2021,25,2021-06-20,cases,unvax,29.180926993084075
2021,25,2021-06-20,hosp,vax,0.543500721018977
2021,25,2021-06-20,hosp,unvax,5.623502094678398
2021,25,2021-06-20,deaths,vax,0.06681734480889677
2021,25,2021-06-20,deaths,unvax,0.40557029190446103
2021,26,2021-06-27,cases,vax,5.214603388725937
2021,26,2021-06-27,cases,unvax,30.26559872339694
2021,26,2021-06-27,hosp,vax,0.649422915166399
2021,26,2021-06-27,hosp,unvax,5.048777667225634
2021,26,2021-06-27,deaths,vax,0.020047973084678847
2021,26,2021-06-27,deaths,unvax,0.36330249687949995
2021,27,2021-07-04,cases,vax,6.910278494091804
2021,27,2021-07-04,cases,unvax,40.52608987330591
2021,27,2021-07-04,hosp,vax,0.6103263883056769
2021,27,2021-07-04,hosp,unvax,6.0799699375041865
2021,27,2021-07-04,deaths,vax,0.01999996522201701
2021,27,2021-07-04,deaths,unvax,0.6346202804523431
2021,28,2021-07-11,cases,vax,13.392956940384938
2021,28,2021-07-11,cases,unvax,66.44462328772295
2021,28,2021-07-11,hosp,vax,0.8210214058838021
2021,28,2021-07-11,hosp,unvax,11.473837404741097
2021,28,2021-07-11,deaths,vax,0.03992650909422362
2021,28,2021-07-11,deaths,unvax,2.156271779402554
2021,29,2021-07-18,cases,vax,24.296292920159807
2021,29,2021-07-18,cases,unvax,107.14296560367278
2021,29,2021-07-18,hosp,vax,1.2501632289729117
2021,29,2021-07-18,hosp,unvax,12.90560061528604
2021,29,2021-07-18,deaths,vax,0.0996474459321641
2021,29,2021-07-18,deaths,unvax,0.8686171276982813
2021,30,2021-07-25,cases,vax,42.85432455831815
2021,30,2021-07-25,cases,unvax,169.52265433051102
2021,30,2021-07-25,hosp,vax,1.562931455299632
2021,30,2021-07-25,hosp,unvax,16.616238282792644
2021,30,2021-07-25,deaths,vax,0.258681307366136
2021,30,2021-07-25,deaths,unvax,2.0402519809633723
2021,31,2021-08-01,cases,vax,64.28830782300452
2021,31,2021-08-01,cases,unvax,239.11425891723474
2021,31,2021-08-01,hosp,vax,1.8967161232015881
2021,31,2021-08-01,hosp,unvax,24.250337442815457
2021,31,2021-08-01,deaths,vax,0.20212775614641174
2021,31,2021-08-01,deaths,unvax,2.842394698088918
2021,32,2021-08-08,cases,vax,81.69595419597249
2021,32,2021-08-08,cases,unvax,302.88696084295304
2021,32,2021-08-08,hosp,vax,2.694762908583875
2021,32,2021-08-08,hosp,unvax,29.514363124141106
2021,32,2021-08-08,deaths,vax,0.4597434897142285
2021,32,2021-08-08,deaths,unvax,4.235611065821926
2021,33,2021-08-15,cases,vax,104.42377910383846
2021,33,2021-08-15,cases,unvax,377.6551255124291
2021,33,2021-08-15,hosp,vax,3.349960930748572
2021,33,2021-08-15,hosp,unvax,35.73190132837021
2021,33,2021-08-15,deaths,vax,0.5743419450046046
2021,33,2021-08-15,deaths,unvax,5.307773074773032
2021,34,2021-08-22,cases,vax,107.43661433495186
2021,34,2021-08-22,cases,unvax,386.66094934174805
2021,34,2021-08-22,hosp,vax,3.644410751937309
2021,34,2021-08-22,hosp,unvax,34.48760625182317
2021,34,2021-08-22,deaths,vax,0.7675225910730105
2021,34,2021-08-22,deaths,unvax,5.876995569998289
2021,35,2021-08-29,cases,vax,126.6518458940969
2021,35,2021-08-29,cases,unvax,451.2217290539904
2021,35,2021-08-29,hosp,vax,3.7579326013123815
2021,35,2021-08-29,hosp,unvax,39.90536715911252
2021,35,2021-08-29,deaths,vax,0.6173937916177015
2021,35,2021-08-29,deaths,unvax,7.50469065729179
2021,36,2021-09-05,cases,vax,125.56124400037027
2021,36,2021-09-05,cases,unvax,475.7321941837672
2021,36,2021-09-05,hosp,vax,3.96080424730064
2021,36,2021-09-05,hosp,unvax,44.33320927167212
2021,36,2021-09-05,deaths,vax,0.678306396853571
2021,36,2021-09-05,deaths,unvax,9.325220854506137
2021,37,2021-09-12,cases,vax,150.52620769199248
2021,37,2021-09-12,cases,unvax,549.7141159251112
2021,37,2021-09-12,hosp,vax,4.9011603200557765
2021,37,2021-09-12,hosp,unvax,51.231209087118216
2021,37,2021-09-12,deaths,vax,1.0392198378835895
2021,37,2021-09-12,deaths,unvax,10.742481933111653
2021,38,2021-09-19,cases,vax,156.43604042856236
2021,38,2021-09-19,cases,unvax,601.6340230204994
2021,38,2021-09-19,hosp,vax,4.849905228689511
2021,38,2021-09-19,hosp,unvax,48.18322180750926
2021,38,2021-09-19,deaths,vax,1.0321172557391616
2021,38,2021-09-19,deaths,unvax,9.161409843204236
2021,39,2021-09-26,cases,vax,200.60622082378956
2021,39,2021-09-26,cases,unvax,719.7398581536831
2021,39,2021-09-26,hosp,vax,5.9838771837352684
2021,39,2021-09-26,hosp,unvax,54.032761263349535
2021,39,2021-09-26,deaths,vax,1.1853647903902427
2021,39,2021-09-26,deaths,unvax,11.392235750688357
2021,40,2021-10-03,cases,vax,205.76049806366282
2021,40,2021-10-03,cases,unvax,740.1228606379997
2021,40,2021-10-03,hosp,vax,5.5121221193748795
2021,40,2021-10-03,hosp,unvax,58.353421241590965
2021,40,2021-10-03,deaths,vax,1.1887588483430427
2021,40,2021-10-03,deaths,unvax,14.09370331910359
2021,41,2021-10-10,cases,vax,172.2502543028225
2021,41,2021-10-10,cases,unvax,629.5280299058942
2021,41,2021-10-10,hosp,vax,5.01233053235755
2021,41,2021-10-10,hosp,unvax,54.53727708059288
2021,41,2021-10-10,deaths,vax,1.3536021774892029
2021,41,2021-10-10,deaths,unvax,11.710434444830906
2021,42,2021-10-17,cases,vax,159.14916447526917
2021,42,2021-10-17,cases,unvax,556.5106850713346
2021,42,2021-10-17,hosp,vax,4.815653923128665
2021,42,2021-10-17,hosp,unvax,48.753604528286694
2021,42,2021-10-17,deaths,vax,1.4404226029219167
2021,42,2021-10-17,deaths,unvax,12.471820376754703
2021,43,2021-10-24,cases,vax,203.72367626320664
2021,43,2021-10-24,cases,unvax,672.6180797861247
2021,43,2021-10-24,hosp,vax,6.2024338513655035
2021,43,2021-10-24,hosp,unvax,58.81849412691564
2021,43,2021-10-24,deaths,vax,1.710629072976321
2021,43,2021-10-24,deaths,unvax,11.599984018455801
2021,44,2021-10-31,cases,vax,275.03035597745566
2021,44,2021-10-31,cases,unvax,853.8405332743642
2021,44,2021-10-31,hosp,vax,7.415023836233471
2021,44,2021-10-31,hosp,unvax,73.90114305987217
2021,44,2021-10-31,deaths,vax,1.7669222066377939
2021,44,2021-10-31,deaths,unvax,18.64201876670844
2021,45,2021-11-07,cases,vax,325.8355761195145
2021,45,2021-11-07,cases,unvax,1013.0918084478757
2021,45,2021-11-07,hosp,vax,9.152499509484375
2021,45,2021-11-07,hosp,unvax,89.26656580153909
2021,45,2021-11-07,deaths,vax,2.166469768146921
2021,45,2021-11-07,deaths,unvax,23.088608015453868
2021,46,2021-11-14,cases,vax,338.4697524217711
2021,46,2021-11-14,cases,unvax,1040.6810889206997
2021,46,2021-11-14,hosp,vax,7.855101411905037
2021,46,2021-11-14,hosp,unvax,94.27085548150133
2021,46,2021-11-14,deaths,vax,1.7033868896295155
2021,46,2021-11-14,deaths,unvax,25.890534564324867
2021,47,2021-11-21,cases,vax,291.90680781317246
2021,47,2021-11-21,cases,unvax,917.3292843481618
2021,47,2021-11-21,hosp,vax,9.091566324429518
2021,47,2021-11-21,hosp,unvax,97.06834206045525
2021,47,2021-11-21,deaths,vax,2.247402827554892
2021,47,2021-11-21,deaths,unvax,25.07744458936725
2021,48,2021-11-28,cases,vax,401.2984017595137
2021,48,2021-11-28,cases,unvax,1221.2994610451447
2021,48,2021-11-28,hosp,vax,9.253607148011424
2021,48,2021-11-28,hosp,unvax,113.02427157020941
2021,48,2021-11-28,deaths,vax,1.8053446692413426
2021,48,2021-11-28,deaths,unvax,27.575785265779075
2021,49,2021-12-05,cases,vax,264.5675759793604
2021,49,2021-12-05,cases,unvax,901.2648029279414
2021,49,2021-12-05,hosp,vax,6.7075134703559405
2021,49,2021-12-05,hosp,unvax,103.43488180589384
2021,49,2021-12-05,deaths,vax,1.3898916371589072
2021,49,2021-12-05,deaths,unvax,26.5882758716945
2021,50,2021-12-12,cases,vax,264.9907859449392
2021,50,2021-12-12,cases,unvax,799.6356947120919
2021,50,2021-12-12,hosp,vax,5.846795451304963
2021,50,2021-12-12,hosp,unvax,87.97832762128499
2021,50,2021-12-12,deaths,vax,0.9873505005756609
2021,50,2021-12-12,deaths,unvax,20.753373846824402
2021,51,2021-12-19,cases,vax,378.6412852230312
2021,51,2021-12-19,cases,unvax,739.1074237994221
2021,51,2021-12-19,hosp,vax,5.323867988695713
2021,51,2021-12-19,hosp,unvax,72.63866064833289
2021,51,2021-12-19,deaths,vax,0.8319179888602741
2021,51,2021-12-19,deaths,unvax,19.715346221075134
2021,52,2021-12-26,cases,vax,943.3123157531787
2021,52,2021-12-26,cases,unvax,1337.1337302822142
2021,52,2021-12-26,hosp,vax,9.784758651179803
2021,52,2021-12-26,hosp,unvax,72.69078636412003
2021,52,2021-12-26,deaths,vax,1.2479744531108146
2021,52,2021-12-26,deaths,unvax,16.94927044666842
2022,01,2022-01-02,cases,vax,1687.96264239667
2022,01,2022-01-02,cases,unvax,2358.7198675197274
2022,01,2022-01-02,hosp,vax,17.51961721743708
2022,01,2022-01-02,hosp,unvax,97.5780658889143
2022,01,2022-01-02,deaths,vax,2.312095380849838
2022,01,2022-01-02,deaths,unvax,20.381503572563066
2022,02,2022-01-09,cases,vax,1481.248198416795
2022,02,2022-01-09,cases,unvax,2636.563507900688
2022,02,2022-01-09,hosp,vax,18.17323026661424
2022,02,2022-01-09,hosp,unvax,99.67898432349554
2022,02,2022-01-09,deaths,vax,2.655649686672799
2022,02,2022-01-09,deaths,unvax,19.18008254323866
2022,03,2022-01-16,cases,vax,1234.039335233504
2022,03,2022-01-16,cases,unvax,1682.5169891306984
2022,03,2022-01-16,hosp,vax,19.17986193608271
2022,03,2022-01-16,hosp,unvax,87.49654904949655
2022,03,2022-01-16,deaths,vax,2.081246390862546
2022,03,2022-01-16,deaths,unvax,14.908758964184775
2022,04,2022-01-23,cases,vax,711.0366440338262
2022,04,2022-01-23,cases,unvax,1080.2068248171238
2022,04,2022-01-23,hosp,vax,16.039988773902714
2022,04,2022-01-23,hosp,unvax,78.10257084772877
2022,04,2022-01-23,deaths,vax,1.9993599794626349
2022,04,2022-01-23,deaths,unvax,15.588250574099284
2022,05,2022-01-30,cases,vax,404.5736250669663
2022,05,2022-01-30,cases,unvax,661.7944970655822
2022,05,2022-01-30,hosp,vax,10.42442380568291
2022,05,2022-01-30,hosp,unvax,53.31265682774262
2022,05,2022-01-30,deaths,vax,1.2240759906717475
2022,05,2022-01-30,deaths,unvax,9.684593744456366
2022,06,2022-02-06,cases,vax,244.92510053873576
2022,06,2022-02-06,cases,unvax,406.2397828914918
2022,06,2022-02-06,hosp,vax,8.982332863493355
2022,06,2022-02-06,hosp,unvax,35.03241024778217
2022,06,2022-02-06,deaths,vax,0.8174791326798001
2022,06,2022-02-06,deaths,unvax,5.912846632090922
2022,07,2022-02-13,cases,vax,149.74727258140643
2022,07,2022-02-13,cases,unvax,233.1288209216441
2022,07,2022-02-13,hosp,vax,5.233457704063484
2022,07,2022-02-13,hosp,unvax,26.011645768914235
2022,07,2022-02-13,deaths,vax,0.5206507239282432
2022,07,2022-02-13,deaths,unvax,3.3076085546541902
2022,08,2022-02-20,cases,vax,88.99263824256937
2022,08,2022-02-20,cases,unvax,130.976866666666
2022,08,2022-02-20,hosp,vax,4.19210720607022
2022,08,2022-02-20,hosp,unvax,17.455501230188034
2022,08,2022-02-20,deaths,vax,0.4113283198073753
2022,08,2022-02-20,deaths,unvax,1.332428904451003
2022,09,2022-02-27,cases,vax,66.30898283790299
2022,09,2022-02-27,cases,unvax,104.81012090253526
2022,09,2022-02-27,hosp,vax,3.5155907113094997
2022,09,2022-02-27,hosp,unvax,14.372810134347192
2022,09,2022-02-27,deaths,vax,0.31719620522429326
2022,09,2022-02-27,deaths,unvax,1.413877672994951
2022,10,2022-03-06,cases,vax,41.75704156224237
2022,10,2022-03-06,cases,unvax,98.7332324629836
2022,10,2022-03-06,hosp,vax,2.6404543137584815
2022,10,2022-03-06,hosp,unvax,11.522950175819169
2022,10,2022-03-06,deaths,vax,0.14033889612472186
2022,10,2022-03-06,deaths,unvax,0.791502383816686
2022,11,2022-03-13,cases,vax,47.300753092291856
2022,11,2022-03-13,cases,unvax,61.296814648313436
2022,11,2022-03-13,hosp,vax,2.559306522004049
2022,11,2022-03-13,hosp,unvax,7.42525321071039
2022,11,2022-03-13,deaths,vax,0.07672703645455019
2022,11,2022-03-13,deaths,unvax,0.5526839003423459
2022,12,2022-03-20,cases,vax,53.17179172939186
2022,12,2022-03-20,cases,unvax,56.44233506350471
2022,12,2022-03-20,hosp,vax,2.5533465810035025
2022,12,2022-03-20,hosp,unvax,5.68890122797775
2022,12,2022-03-20,deaths,vax,0.11906145792763248
2022,12,2022-03-20,deaths,unvax,0.795684614252307
2022,13,2022-03-27,cases,vax,56.24504889398712
2022,13,2022-03-27,cases,unvax,56.18570854346979
2022,13,2022-03-27,hosp,vax,2.212602108979597
2022,13,2022-03-27,hosp,unvax,4.393182436675157
2022,13,2022-03-27,deaths,vax,0.11704318412531951
2022,13,2022-03-27,deaths,unvax,0.24238322372054358
2022,14,2022-04-03,cases,vax,71.20475342847696
2022,14,2022-04-03,cases,unvax,73.823444781136
2022,14,2022-04-03,hosp,vax,2.2768753156715613
2022,14,2022-04-03,hosp,unvax,8.626627269068372
2022,14,2022-04-03,deaths,vax,0.09784662914997813
2022,14,2022-04-03,deaths,unvax,0.24290797965715402
