year,week,week_start,metric,vax,value
2021,18,2021-05-02,cases,vax,18.260972358187278
2021,18,2021-05-02,cases,unvax,246.19993755573407
2021,18,2021-05-02,hosp,vax,1.0800729755553173
2021,18,2021-05-02,hosp,unvax,23.276669701958717
2021,18,2021-05-02,deaths,vax,0.2442179174889724
2021,18,2021-05-02,deaths,unvax,2.7943862963198254
2021,19,2021-05-09,cases,vax,13.504995367674725
2021,19,2021-05-09,cases,unvax,182.7670631395221
2021,19,2021-05-09,hosp,vax,0.8234482205214971
2021,19,2021-05-09,hosp,unvax,18.22983224942363
2021,19,2021-05-09,deaths,vax,0.10559374773265098
2021,19,2021-05-09,deaths,unvax,2.3663614840620992
2021,20,2021-05-16,cases,vax,11.865436654115882
2021,20,2021-05-16,cases,unvax,142.31740539822016
2021,20,2021-05-16,hosp,vax,1.1449008659731588
2021,20,2021-05-16,hosp,unvax,17.977618913543644
2021,20,2021-05-16,deaths,vax,0.06258961501471774
2021,20,2021-05-16,deaths,unvax,2.539129167917983
2021,21,2021-05-23,cases,vax,6.839653013557803
2021,21,2021-05-23,cases,unvax,83.16634858807384
2021,21,2021-05-23,hosp,vax,0.4906560263035247
2021,21,2021-05-23,hosp,unvax,10.31867629565413
2021,21,2021-05-23,deaths,vax,0.06187474794758994
2021,21,2021-05-23,deaths,unvax,1.355461726040659
2021,22,2021-05-30,cases,vax,4.5959813263842735
2021,22,2021-05-30,cases,unvax,59.650674438858125
2021,22,2021-05-30,hosp,vax,0.5965260179713565
2021,22,2021-05-30,hosp,unvax,9.036785930139441
2021,22,2021-05-30,deaths,vax,0.10746445860433776
2021,22,2021-05-30,deaths,unvax,1.097287087958101
2021,23,2021-06-06,cases,vax,3.7015647688001767
2021,23,2021-06-06,cases,unvax,43.24023354354094
2021,23,2021-06-06,hosp,vax,0.5724594222626885
2021,23,2021-06-06,hosp,unvax,5.861219891169309
2021,23,2021-06-06,deaths,vax,0.020268197374395436
2021,23,2021-06-06,deaths,unvax,0.7670542729512275
2021,24,2021-06-13,cases,vax,4.792199239124839
2021,24,2021-06-13,cases,unvax,34.00237780813159
2021,24,2021-06-13,hosp,vax,0.6394519299556476
2021,24,2021-06-13,hosp,unvax,5.0316200159352125
2021,24,2021-06-13,deaths,vax,0.06498419195096417
2021,24,2021-06-13,deaths,unvax,0.24912149993535126
2021,25,2021-06-20,cases,vax,3.5587309822037465
2021,25,2021-06-20,cases,unvax,29.24041552948766
2021,25,2021-06-20,hosp,vax,0.3896251427540117
2021,25,2021-06-20,hosp,unvax,4.785448267749586
2021,25,2021-06-20,deaths,vax,0.06685140502379222
2021,25,2021-06-20,deaths,unvax,0.40953554584055385
2021,26,2021-06-27,cases,vax,5.2177254727320985
2021,26,2021-06-27,cases,unvax,30.296930037109888
2021,26,2021-06-27,hosp,vax,0.4319016559327893
2021,26,2021-06-27,hosp,unvax,4.224759337596507
2021,26,2021-06-27,deaths,vax,0.020012949555257092
2021,26,2021-06-27,deaths,unvax,0.36758839423973394
2021,27,2021-07-04,cases,vax,6.915084865604583
2021,27,2021-07-04,cases,unvax,40.577554641732505
2021,27,2021-07-04,hosp,vax,0.4525287182989438
2021,27,2021-07-04,hosp,unvax,5.595624589532888
2021,27,2021-07-04,deaths,vax,0.019965187452377534
2021,27,2021-07-04,deaths,unvax,0.6411656741257186
2021,28,2021-07-11,cases,vax,13.405144212079005
2021,28,2021-07-11,cases,unvax,66.59950798726163
2021,28,2021-07-11,hosp,vax,0.7757131151907551
2021,28,2021-07-11,hosp,unvax,11.076281792630468
2021,28,2021-07-11,deaths,vax,0.03985715638854437
2021,28,2021-07-11,deaths,unvax,2.183678744169178
2021,29,2021-07-18,cases,vax,24.31808418707275
2021,29,2021-07-18,cases,unvax,107.26159241265785
2021,29,2021-07-18,hosp,vax,1.181997797603354
2021,29,2021-07-18,hosp,unvax,12.381067039323636
2021,29,2021-07-18,deaths,vax,0.09947451997511736
2021,29,2021-07-18,deaths,unvax,0.8778862741728818
2021,30,2021-07-25,cases,vax,42.89111692155026
2021,30,2021-07-25,cases,unvax,169.75389776342348
2021,30,2021-07-25,hosp,vax,1.4349066016704812
2021,30,2021-07-25,hosp,unvax,15.838601891347922
2021,30,2021-07-25,deaths,vax,0.2582334291794388
2021,30,2021-07-25,deaths,unvax,2.064135556013695
2021,31,2021-08-01,cases,vax,64.28347614915671
2021,31,2021-08-01,cases,unvax,239.46978109441528
2021,31,2021-08-01,hosp,vax,1.8557512247784747
2021,31,2021-08-01,hosp,unvax,23.865272272336316
2021,31,2021-08-01,deaths,vax,0.2018281744367852
2021,31,2021-08-01,deaths,unvax,2.874193276763518
2021,32,2021-08-08,cases,vax,81.76550845372407
2021,32,2021-08-08,cases,unvax,303.3409376463115
2021,32,2021-08-08,hosp,vax,2.6330882987662445
2021,32,2021-08-08,hosp,unvax,29.031470354460794
2021,32,2021-08-08,deaths,vax,0.45908818917841143
2021,32,2021-08-08,deaths,unvax,4.288992729870252
2021,33,2021-08-15,cases,vax,104.50704603245723
2021,33,2021-08-15,cases,unvax,378.293903889994
2021,33,2021-08-15,hosp,vax,3.1922405904777427
2021,33,2021-08-15,hosp,unvax,35.35888922299812
2021,33,2021-08-15,deaths,vax,0.5738318735105823
2021,33,2021-08-15,deaths,unvax,5.369625720756737
2021,34,2021-08-22,cases,vax,107.4784029218495
2021,34,2021-08-22,cases,unvax,387.1694665610087
2021,34,2021-08-22,hosp,vax,3.5593169895334067
2021,34,2021-08-22,hosp,unvax,33.878807283224226
2021,34,2021-08-22,deaths,vax,0.7664498239773099
2021,34,2021-08-22,deaths,unvax,5.958269463348939
2021,35,2021-08-29,cases,vax,126.71911925571011
2021,35,2021-08-29,cases,unvax,452.2735949794202
2021,35,2021-08-29,hosp,vax,3.6479521646713886
2021,35,2021-08-29,hosp,unvax,39.65818261390522
2021,35,2021-08-29,deaths,vax,0.5968186357958903
2021,35,2021-08-29,deaths,unvax,7.781152893732597
2021,36,2021-09-05,cases,vax,125.65038674156936
2021,36,2021-09-05,cases,unvax,477.09532710920587
2021,36,2021-09-05,hosp,vax,3.7914806524689797
2021,36,2021-09-05,hosp,unvax,44.07459594049831
2021,36,2021-09-05,deaths,vax,0.677285366287182
2021,36,2021-09-05,deaths,unvax,9.454205617522065
2021,37,2021-09-12,cases,vax,150.63388044500473
2021,37,2021-09-12,cases,unvax,551.1434895260736
2021,37,2021-09-12,hosp,vax,4.836884940739779
2021,37,2021-09-12,hosp,unvax,50.41617690114449
2021,37,2021-09-12,deaths,vax,1.03794839576867
2021,37,2021-09-12,deaths,unvax,10.892381383050996
2021,38,2021-09-19,cases,vax,156.4755988773419
2021,38,2021-09-19,cases,unvax,603.0968209302599
2021,38,2021-09-19,hosp,vax,4.805751033663412
2021,38,2021-09-19,hosp,unvax,48.070057191190706
2021,38,2021-09-19,deaths,vax,1.0306780483177453
2021,38,2021-09-19,deaths,unvax,9.273293951092288
2021,39,2021-09-26,cases,vax,200.72866300155738
2021,39,2021-09-26,cases,unvax,721.2769902925027
2021,39,2021-09-26,hosp,vax,5.818369792292609
2021,39,2021-09-26,hosp,unvax,53.98331136593113
