year,week,week_start,metric,vax,value
2021,18,2021-05-02,cases,vax,18.268782668986525
2021,18,2021-05-02,cases,unvax,246.56032503739368
2021,18,2021-05-02,hosp,vax,1.079001331199879
2021,18,2021-05-02,hosp,unvax,23.42629280720087
2021,18,2021-05-02,deaths,vax,0.24385724733396413
2021,18,2021-05-02,deaths,unvax,2.7843170165965963
2021,19,2021-05-09,cases,vax,13.509671600563117
2021,19,2021-05-09,cases,unvax,183.14380784516035
2021,19,2021-05-09,hosp,vax,0.8219726287242393
2021,19,2021-05-09,hosp,unvax,18.34500028711859
2021,19,2021-05-09,deaths,vax,0.10536392632948285
2021,19,2021-05-09,deaths,unvax,2.3912272952874405
2021,20,2021-05-16,cases,vax,11.870413050098412
2021,20,2021-05-16,cases,unvax,142.6889766340157
2021,20,2021-05-16,hosp,vax,1.1440810199481937
2021,20,2021-05-16,hosp,unvax,18.073892761296648
2021,20,2021-05-16,deaths,vax,0.062454098255466536
2021,20,2021-05-16,deaths,unvax,2.567784553150057
2021,21,2021-05-23,cases,vax,6.8203742874460955
2021,21,2021-05-23,cases,unvax,83.50939551635352
2021,21,2021-05-23,hosp,vax,0.4902057065325369
2021,21,2021-05-23,hosp,unvax,10.377631943181115
2021,21,2021-05-23,deaths,vax,0.04115992729399622
2021,21,2021-05-23,deaths,unvax,1.4996378491526612
2021,22,2021-05-30,cases,vax,4.596567275918704
2021,22,2021-05-30,cases,unvax,59.84048998545611
2021,22,2021-05-30,hosp,vax,0.5960752906841845
2021,22,2021-05-30,hosp,unvax,9.106343061367832
2021,22,2021-05-30,deaths,vax,0.10728887373595716
2021,22,2021-05-30,deaths,unvax,1.111592087742609
2021,23,2021-06-06,cases,vax,3.702067101558848
2021,23,2021-06-06,cases,unvax,43.38516309310724
2021,23,2021-06-06,hosp,vax,0.5719505287465668
2021,23,2021-06-06,hosp,unvax,5.90530515446053
2021,23,2021-06-06,deaths,vax,0.020223578677830267
2021,23,2021-06-06,deaths,unvax,0.7785354782453534
2021,24,2021-06-13,cases,vax,4.793553290416994
2021,24,2021-06-13,cases,unvax,34.14097295013053
2021,24,2021-06-13,hosp,vax,0.6394838654583257
2021,24,2021-06-13,hosp,unvax,5.074222059984848
2021,24,2021-06-13,deaths,vax,0.06489849114143821
2021,24,2021-06-13,deaths,unvax,0.2514882440802982
2021,25,2021-06-20,cases,vax,3.5592919892828343
2021,25,2021-06-20,cases,unvax,29.43907127132453
2021,25,2021-06-20,hosp,vax,0.38932811645217785
2021,25,2021-06-20,hosp,unvax,4.823307693177119
2021,25,2021-06-20,deaths,vax,0.06685328316563538
2021,25,2021-06-20,deaths,unvax,0.4147797579937986
2021,26,2021-06-27,cases,vax,5.218505368326238
2021,26,2021-06-27,cases,unvax,30.55880715091148
2021,26,2021-06-27,hosp,vax,0.43139386347845754
2021,26,2021-06-27,hosp,unvax,4.24790303828743
2021,26,2021-06-27,deaths,vax,0.019968793059540114
2021,26,2021-06-27,deaths,unvax,0.3732301981238413
2021,27,2021-07-04,cases,vax,6.91693718772549
2021,27,2021-07-04,cases,unvax,40.67935902873342
2021,27,2021-07-04,hosp,vax,0.4521482884509731
2021,27,2021-07-04,hosp,unvax,5.655427309114509
2021,27,2021-07-04,deaths,vax,0.01992121523003354
2021,27,2021-07-04,deaths,unvax,0.5986018761406536
2021,28,2021-07-11,cases,vax,13.430932715601786
2021,28,2021-07-11,cases,unvax,66.85729317794751
2021,28,2021-07-11,hosp,vax,0.7746380455027461
2021,28,2021-07-11,hosp,unvax,11.200506196441177
2021,28,2021-07-11,deaths,vax,0.03976932651207846
2021,28,2021-07-11,deaths,unvax,2.2199256261842444
2021,29,2021-07-18,cases,vax,24.328648829890994
2021,29,2021-07-18,cases,unvax,107.58492271707073
2021,29,2021-07-18,hosp,vax,1.1810343553694747
2021,29,2021-07-18,hosp,unvax,12.485294835156793
2021,29,2021-07-18,deaths,vax,0.07940444541288405
2021,29,2021-07-18,deaths,unvax,0.8902887131463066
2021,30,2021-07-25,cases,vax,42.9079302500465
2021,30,2021-07-25,cases,unvax,170.16116744420938
2021,30,2021-07-25,hosp,vax,1.433176923303347
2021,30,2021-07-25,hosp,unvax,15.99287159419272
2021,30,2021-07-25,deaths,vax,0.2576638757854803
2021,30,2021-07-25,deaths,unvax,2.0960965565321854
2021,31,2021-08-01,cases,vax,64.30802038267606
2021,31,2021-08-01,cases,unvax,240.10813909588666
2021,31,2021-08-01,hosp,vax,1.8536859778118535
2021,31,2021-08-01,hosp,unvax,24.104951287022963
2021,31,2021-08-01,deaths,vax,0.20143709166725363
